ruby-0.49	1673.8
ruby-0.50	1205.2
ruby-0.51	906.0
ruby-0.54	787.6
ruby-0.55	808.0
ruby-0.60	774.4
ruby-0.62	913.8
ruby-0.63	957.0
ruby-0.64	1052.4
ruby-0.65	1002.0
ruby-0.69	978.6
ruby-0.73	988.4
ruby-0.76	955.6
ruby-0.95	1026.2
ruby-1.2	1269.6
ruby-1.2.1	1245.8
ruby-1.2.2	1210.4
ruby-1.2.3	1239.8
ruby-1.2.4	1275.0
ruby-1.2.5	1245.8
ruby-1.2.6	1215.0
ruby-1.3	1436.4
ruby-1.3.5	1424.4
ruby-1.3.6	1442.6
ruby-1.3.7	1444.4
ruby-1.4.0	1466.4
ruby-1.4.1	1415.8
ruby-1.4.2	1421.8
ruby-1.4.3	1496.6
ruby-1.4.4	1438.6
ruby-1.4.5	1455.4
ruby-1.4.6	1477.0
ruby-1.6.0	1399.8
ruby-1.6.1	1401.2
ruby-1.6.2	1411.0
ruby-1.6.3	1473.4
ruby-1.6.4	1459.4
ruby-1.6.5	1482.0
ruby-1.6.6	1430.8
ruby-1.6.7	1422.8
ruby-1.6.8	1452.4
ruby-1.8.0	807.2
ruby-1.8.1	877.6
ruby-1.8.2	836.0
ruby-1.8.3	831.0
ruby-1.8.4	825.4
ruby-1.8.5	818.2
ruby-1.8.6	828.6
ruby-1.8.7	818.0
ruby-2.0.0-p0	337.4
ruby-2.1.0	364.0
ruby-2.1.1	362.2
ruby-2.1.2	364.8
ruby-2.1.3	371.4
ruby-2.1.4	363.8
ruby-2.1.5	344.2
ruby-2.1.6	466.4
ruby-2.1.7	355.4
ruby-2.1.8	346.6
ruby-2.1.9	343.4
ruby-2.1.10	370.2
ruby-2.2.0	359.2
ruby-2.2.1	344.0
ruby-2.2.2	355.0
ruby-2.2.3	342.6
ruby-2.2.4	348.2
ruby-2.2.5	363.0
ruby-2.2.6	365.8
ruby-2.2.7	370.4
ruby-2.2.8	408.8
ruby-2.2.9	385.6
ruby-2.2.10	352.4
ruby-2.3.0	344.8
ruby-2.3.1	333.6
ruby-2.3.2	382.0
ruby-2.3.3	331.4
ruby-2.3.4	334.6
ruby-2.3.5	320.8
ruby-2.3.6	346.6
ruby-2.3.7	332.4
ruby-2.3.8	338.4
ruby-2.4.0	334.8
ruby-2.4.1	327.2
ruby-2.4.2	354.6
ruby-2.4.3	342.0
ruby-2.4.4	350.4
ruby-2.4.5	382.4
ruby-2.4.6	350.2
ruby-2.4.7	350.8
ruby-2.4.9	347.2
ruby-2.4.10	345.2
ruby-2.5.0	365.8
ruby-2.5.1	351.2
ruby-2.5.2	358.2
ruby-2.5.3	353.6
ruby-2.5.4	379.2
ruby-2.5.5	357.4
ruby-2.5.6	360.4
ruby-2.5.7	339.8
ruby-2.5.8	329.4
ruby-2.5.9	345.2
ruby-2.6.0	385.6
ruby-2.6.1	369.4
ruby-2.6.2	349.2
ruby-2.6.3	343.8
ruby-2.6.4	342.8
ruby-2.6.5	345.6
ruby-2.6.6	345.4
ruby-2.6.7	344.8
ruby-2.6.8	343.8
ruby-2.7.0	375.8
ruby-2.7.1	386.6
ruby-2.7.2	387.8
ruby-2.7.3	389.2
ruby-2.7.4	356.4
ruby-3.0.0	393.2
ruby-3.0.1	421.2
ruby-3.0.2	401.6
