ruby-0.49	829.4
ruby-0.50	791.2
ruby-0.51	542.8
ruby-0.54	371.4
ruby-0.55	368.4
ruby-0.60	362.6
ruby-0.62	413.2
ruby-0.63	432.2
ruby-0.64	553.0
ruby-0.65	500.6
ruby-0.69	513.2
ruby-0.73	519.0
ruby-0.76	513.6
ruby-0.95	552.2
ruby-1.2	574.4
ruby-1.2.1	579.8
ruby-1.2.2	591.0
ruby-1.2.3	590.8
ruby-1.2.4	625.4
ruby-1.2.5	596.6
ruby-1.2.6	599.4
ruby-1.3	633.8
ruby-1.3.5	629.8
ruby-1.3.6	638.2
ruby-1.3.7	638.8
ruby-1.4.0	620.0
ruby-1.4.1	629.8
ruby-1.4.2	667.2
ruby-1.4.3	627.8
ruby-1.4.4	645.0
ruby-1.4.5	636.4
ruby-1.4.6	639.0
ruby-1.6.0	634.4
ruby-1.6.1	626.4
ruby-1.6.2	631.2
ruby-1.6.3	656.2
ruby-1.6.4	658.8
ruby-1.6.5	757.2
ruby-1.6.6	654.0
ruby-1.6.7	632.6
ruby-1.6.8	645.4
ruby-1.8.0	389.4
ruby-1.8.1	421.8
ruby-1.8.2	426.8
ruby-1.8.3	393.8
ruby-1.8.4	401.4
ruby-1.8.5	386.6
ruby-1.8.6	401.8
ruby-1.8.7	426.8
ruby-2.0.0-p0	79.2
ruby-2.1.0	86.2
ruby-2.1.1	85.0
ruby-2.1.2	89.2
ruby-2.1.3	87.0
ruby-2.1.4	87.2
ruby-2.1.5	88.4
ruby-2.1.6	91.0
ruby-2.1.7	89.0
ruby-2.1.8	91.8
ruby-2.1.9	90.0
ruby-2.1.10	85.8
ruby-2.2.0	95.2
ruby-2.2.1	90.4
ruby-2.2.2	85.6
ruby-2.2.3	84.2
ruby-2.2.4	86.6
ruby-2.2.5	85.4
ruby-2.2.6	87.6
ruby-2.2.7	88.0
ruby-2.2.8	85.2
ruby-2.2.9	85.4
ruby-2.2.10	85.2
ruby-2.3.0	85.4
ruby-2.3.1	86.4
ruby-2.3.2	87.2
ruby-2.3.3	86.8
ruby-2.3.4	86.2
ruby-2.3.5	90.4
ruby-2.3.6	89.2
ruby-2.3.7	84.6
ruby-2.3.8	84.0
ruby-2.4.0	82.8
ruby-2.4.1	80.0
ruby-2.4.2	87.2
ruby-2.4.3	85.4
ruby-2.4.4	83.2
ruby-2.4.5	78.4
ruby-2.4.6	86.2
ruby-2.4.7	83.4
ruby-2.4.9	81.4
ruby-2.4.10	80.2
ruby-2.5.0	80.8
ruby-2.5.1	76.6
ruby-2.5.2	82.8
ruby-2.5.3	79.0
ruby-2.5.4	73.6
ruby-2.5.5	74.6
ruby-2.5.6	78.0
ruby-2.5.7	81.6
ruby-2.5.8	73.6
ruby-2.5.9	72.2
ruby-2.6.0	71.0
ruby-2.6.1	74.0
ruby-2.6.2	71.0
ruby-2.6.3	73.2
ruby-2.6.4	73.4
ruby-2.6.5	69.2
ruby-2.6.6	70.0
ruby-2.6.7	70.4
ruby-2.6.8	72.4
ruby-2.7.0	69.8
ruby-2.7.1	73.6
ruby-2.7.2	70.2
ruby-2.7.3	75.2
ruby-2.7.4	76.2
ruby-3.0.0	78.8
ruby-3.0.1	71.8
ruby-3.0.2	68.0
