ruby-0.49	667.6
ruby-0.50	623.2
ruby-0.51	462.2
ruby-0.54	377.0
ruby-0.55	370.0
ruby-0.60	369.2
ruby-0.62	385.6
ruby-0.63	378.2
ruby-0.64	481.4
ruby-0.65	461.4
ruby-0.69	407.6
ruby-0.73	412.4
ruby-0.76	402.4
ruby-0.95	454.8
ruby-1.2	593.2
ruby-1.2.1	583.8
ruby-1.2.2	609.6
ruby-1.2.3	583.0
ruby-1.2.4	572.8
ruby-1.2.5	564.8
ruby-1.2.6	569.2
ruby-1.3	580.6
ruby-1.3.5	632.6
ruby-1.3.6	643.0
ruby-1.3.7	620.4
ruby-1.4.0	616.4
ruby-1.4.1	637.0
ruby-1.4.2	647.6
ruby-1.4.3	654.2
ruby-1.4.4	653.6
ruby-1.4.5	653.8
ruby-1.4.6	653.0
ruby-1.6.0	599.2
ruby-1.6.1	597.0
ruby-1.6.2	569.6
ruby-1.6.3	600.0
ruby-1.6.4	614.8
ruby-1.6.5	631.0
ruby-1.6.6	610.6
ruby-1.6.7	615.4
ruby-1.6.8	605.2
ruby-1.8.0	373.4
ruby-1.8.1	416.6
ruby-1.8.2	388.4
ruby-1.8.3	381.6
ruby-1.8.4	363.4
ruby-1.8.5	362.6
ruby-1.8.6	393.6
ruby-1.8.7	377.2
ruby-2.0.0-p0	143.0
ruby-2.1.0	130.4
ruby-2.1.1	126.8
ruby-2.1.2	124.4
ruby-2.1.3	125.6
ruby-2.1.4	130.0
ruby-2.1.5	146.6
ruby-2.1.6	135.4
ruby-2.1.7	123.0
ruby-2.1.8	126.8
ruby-2.1.9	131.8
ruby-2.1.10	132.2
ruby-2.2.0	131.6
ruby-2.2.1	131.0
ruby-2.2.2	130.8
ruby-2.2.3	125.0
ruby-2.2.4	129.2
ruby-2.2.5	136.0
ruby-2.2.6	129.4
ruby-2.2.7	131.4
ruby-2.2.8	142.8
ruby-2.2.9	149.6
ruby-2.2.10	155.8
ruby-2.3.0	141.8
ruby-2.3.1	138.8
ruby-2.3.2	135.0
ruby-2.3.3	133.6
ruby-2.3.4	138.8
ruby-2.3.5	137.8
ruby-2.3.6	143.0
ruby-2.3.7	140.0
ruby-2.3.8	140.2
ruby-2.4.0	136.0
ruby-2.4.1	130.2
ruby-2.4.2	138.0
ruby-2.4.3	135.8
ruby-2.4.4	131.6
ruby-2.4.5	137.0
ruby-2.4.6	134.0
ruby-2.4.7	134.0
ruby-2.4.9	134.4
ruby-2.4.10	134.0
ruby-2.5.0	116.0
ruby-2.5.1	123.2
ruby-2.5.2	112.2
ruby-2.5.3	116.4
ruby-2.5.4	116.6
ruby-2.5.5	119.4
ruby-2.5.6	118.8
ruby-2.5.7	114.0
ruby-2.5.8	119.2
ruby-2.5.9	123.2
ruby-2.6.0	113.8
ruby-2.6.1	124.4
ruby-2.6.2	121.0
ruby-2.6.3	123.8
ruby-2.6.4	104.6
ruby-2.6.5	104.8
ruby-2.6.6	107.4
ruby-2.6.7	109.6
ruby-2.6.8	108.8
ruby-2.7.0	130.2
ruby-2.7.1	124.4
ruby-2.7.2	124.0
ruby-2.7.3	119.6
ruby-2.7.4	130.0
ruby-3.0.0	140.8
ruby-3.0.1	137.8
ruby-3.0.2	148.0
